City,County,Indicator,Category,CHR&R release year,Underlying data year / period,Value,Unit,Better direction,Nashville rank out of 9,Peer city average (excluding Nashville),Nashville difference from peer average,Nashville percent difference from peer average,Nashville vs peer average,Best performing city,Best performing value,Worst performing city,Worst performing value
Raleigh,"Wake County, NC",Uninsured,Clinical care,2022,2019,10.104411457,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Durham,"Durham County, NC",Uninsured,Clinical care,2022,2019,13.950456323,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Charlotte,"Mecklenburg County, NC",Uninsured,Clinical care,2022,2019,13.175185719,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Denver,"Denver County, CO",Uninsured,Clinical care,2022,2019,10.128479076,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Atlanta,"Fulton County, GA",Uninsured,Clinical care,2022,2019,12.563857646,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Fort Worth,"Tarrant County, TX",Uninsured,Clinical care,2022,2019,18.930041377,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Dallas,"Dallas County, TX",Uninsured,Clinical care,2022,2019,25.082594055,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Nashville,"Davidson County, TN",Uninsured,Clinical care,2022,2019,13.384055563,%,Lower is better,5,15.051827,-1.667771,-11.08,Better,Raleigh,10.104411457,Dallas,25.082594055
Austin,"Travis County, TX",Primary Care Physicians,Clinical care,2022,2019,1138,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Raleigh,"Wake County, NC",Primary Care Physicians,Clinical care,2022,2019,1146,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Durham,"Durham County, NC",Primary Care Physicians,Clinical care,2022,2019,790,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Charlotte,"Mecklenburg County, NC",Primary Care Physicians,Clinical care,2022,2019,1126,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Denver,"Denver County, CO",Primary Care Physicians,Clinical care,2022,2019,721,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Atlanta,"Fulton County, GA",Primary Care Physicians,Clinical care,2022,2019,899,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Fort Worth,"Tarrant County, TX",Primary Care Physicians,Clinical care,2022,2019,1689,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Dallas,"Dallas County, TX",Primary Care Physicians,Clinical care,2022,2019,1415,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Nashville,"Davidson County, TN",Primary Care Physicians,Clinical care,2022,2019,1041,residents per primary care physician,Lower is better,4,1115.5,-74.5,-6.68,Better,Denver,721,Fort Worth,1689
Austin,"Travis County, TX",Mental Health Providers,Clinical care,2022,2021,318,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Raleigh,"Wake County, NC",Mental Health Providers,Clinical care,2022,2021,298,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Durham,"Durham County, NC",Mental Health Providers,Clinical care,2022,2021,150,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Charlotte,"Mecklenburg County, NC",Mental Health Providers,Clinical care,2022,2021,301,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Denver,"Denver County, CO",Mental Health Providers,Clinical care,2022,2021,158,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Atlanta,"Fulton County, GA",Mental Health Providers,Clinical care,2022,2021,371,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Fort Worth,"Tarrant County, TX",Mental Health Providers,Clinical care,2022,2021,696,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Dallas,"Dallas County, TX",Mental Health Providers,Clinical care,2022,2021,585,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Nashville,"Davidson County, TN",Mental Health Providers,Clinical care,2022,2021,281,residents per mental health provider,Lower is better,3,359.625,-78.625,-21.86,Better,Durham,150,Fort Worth,696
Austin,"Travis County, TX",Preventable Hospital Stays,Clinical care,2022,2019,3296,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Raleigh,"Wake County, NC",Preventable Hospital Stays,Clinical care,2022,2019,3175,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Durham,"Durham County, NC",Preventable Hospital Stays,Clinical care,2022,2019,3811,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Charlotte,"Mecklenburg County, NC",Preventable Hospital Stays,Clinical care,2022,2019,3750,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Denver,"Denver County, CO",Preventable Hospital Stays,Clinical care,2022,2019,2493,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Atlanta,"Fulton County, GA",Preventable Hospital Stays,Clinical care,2022,2019,3983,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Fort Worth,"Tarrant County, TX",Preventable Hospital Stays,Clinical care,2022,2019,4685,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Dallas,"Dallas County, TX",Preventable Hospital Stays,Clinical care,2022,2019,4246,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Nashville,"Davidson County, TN",Preventable Hospital Stays,Clinical care,2022,2019,4822,"hospital stays per 100,000 Medicare enrollees",Lower is better,9,3679.875,1142.125,31.04,Worse,Denver,2493,Nashville,4822
Austin,"Travis County, TX",Children in Poverty,Social & economic,2022,2020,10.9,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Raleigh,"Wake County, NC",Children in Poverty,Social & economic,2022,2020,8.3,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Durham,"Durham County, NC",Children in Poverty,Social & economic,2022,2020,16.2,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Charlotte,"Mecklenburg County, NC",Children in Poverty,Social & economic,2022,2020,16.3,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Denver,"Denver County, CO",Children in Poverty,Social & economic,2022,2020,17.3,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Atlanta,"Fulton County, GA",Children in Poverty,Social & economic,2022,2020,17.5,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Fort Worth,"Tarrant County, TX",Children in Poverty,Social & economic,2022,2020,15.4,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Dallas,"Dallas County, TX",Children in Poverty,Social & economic,2022,2020,20.1,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Nashville,"Davidson County, TN",Children in Poverty,Social & economic,2022,2020,17.3,%,Lower is better,6,15.25,2.05,13.44,Worse,Raleigh,8.3,Dallas,20.1
Austin,"Travis County, TX",Unemployment,Social & economic,2022,2020,6.28586312,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Raleigh,"Wake County, NC",Unemployment,Social & economic,2022,2020,6.43704373,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Durham,"Durham County, NC",Unemployment,Social & economic,2022,2020,6.52380561,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Charlotte,"Mecklenburg County, NC",Unemployment,Social & economic,2022,2020,7.76091705,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Denver,"Denver County, CO",Unemployment,Social & economic,2022,2020,8.23455019,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Atlanta,"Fulton County, GA",Unemployment,Social & economic,2022,2020,8.01084647,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Fort Worth,"Tarrant County, TX",Unemployment,Social & economic,2022,2020,7.34682155,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Dallas,"Dallas County, TX",Unemployment,Social & economic,2022,2020,7.6633558,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Nashville,"Davidson County, TN",Unemployment,Social & economic,2022,2020,8.02645389,%,Lower is better,8,7.2829,0.743553,10.21,Worse,Austin,6.28586312,Denver,8.23455019
Austin,"Travis County, TX",Median Household Income,Social & economic,2022,2020,82605,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Raleigh,"Wake County, NC",Median Household Income,Social & economic,2022,2020,88763,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Durham,"Durham County, NC",Median Household Income,Social & economic,2022,2020,65619,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Charlotte,"Mecklenburg County, NC",Median Household Income,Social & economic,2022,2020,72340,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Denver,"Denver County, CO",Median Household Income,Social & economic,2022,2020,75355,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Atlanta,"Fulton County, GA",Median Household Income,Social & economic,2022,2020,71504,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Fort Worth,"Tarrant County, TX",Median Household Income,Social & economic,2022,2020,72064,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Dallas,"Dallas County, TX",Median Household Income,Social & economic,2022,2020,65770,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Nashville,"Davidson County, TN",Median Household Income,Social & economic,2022,2020,64418,USD,Higher is better,9,74252.5,-9834.5,-13.24,Worse,Raleigh,88763,Nashville,64418
Austin,"Travis County, TX",High School Completion,Social & economic,2022,2016-2020,90.260830602,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Raleigh,"Wake County, NC",High School Completion,Social & economic,2022,2016-2020,93.445482219,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Durham,"Durham County, NC",High School Completion,Social & economic,2022,2016-2020,89.607179665,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Charlotte,"Mecklenburg County, NC",High School Completion,Social & economic,2022,2016-2020,90.51128188,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Denver,"Denver County, CO",High School Completion,Social & economic,2022,2016-2020,89.133384529,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Atlanta,"Fulton County, GA",High School Completion,Social & economic,2022,2016-2020,93.072751472,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Fort Worth,"Tarrant County, TX",High School Completion,Social & economic,2022,2016-2020,86.498118233,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Dallas,"Dallas County, TX",High School Completion,Social & economic,2022,2016-2020,80.347975391,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Nashville,"Davidson County, TN",High School Completion,Social & economic,2022,2016-2020,89.695834091,%,Higher is better,5,89.109625,0.586209,0.66,Better,Raleigh,93.445482219,Dallas,80.347975391
Austin,"Travis County, TX",Income Inequality,Social & economic,2022,2016-2020,4.4445925632,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Raleigh,"Wake County, NC",Income Inequality,Social & economic,2022,2016-2020,4.2643696538,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Durham,"Durham County, NC",Income Inequality,Social & economic,2022,2016-2020,4.5526607341,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Charlotte,"Mecklenburg County, NC",Income Inequality,Social & economic,2022,2016-2020,4.4212363544,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Denver,"Denver County, CO",Income Inequality,Social & economic,2022,2016-2020,4.8384439654,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Atlanta,"Fulton County, GA",Income Inequality,Social & economic,2022,2016-2020,5.9260864774,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Fort Worth,"Tarrant County, TX",Income Inequality,Social & economic,2022,2016-2020,4.2010419282,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Dallas,"Dallas County, TX",Income Inequality,Social & economic,2022,2016-2020,4.4194783355,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Nashville,"Davidson County, TN",Income Inequality,Social & economic,2022,2016-2020,4.2978125556,80th/20th percentile income ratio,Lower is better,3,4.633489,-0.335676,-7.24,Better,Fort Worth,4.2010419282,Atlanta,5.9260864774
Austin,"Travis County, TX",Severe Housing Problems,Physical environment,2022,2014-2018,18.935188719,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Raleigh,"Wake County, NC",Severe Housing Problems,Physical environment,2022,2014-2018,12.57234315,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Durham,"Durham County, NC",Severe Housing Problems,Physical environment,2022,2014-2018,16.9225161,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Charlotte,"Mecklenburg County, NC",Severe Housing Problems,Physical environment,2022,2014-2018,15.616597901,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Denver,"Denver County, CO",Severe Housing Problems,Physical environment,2022,2014-2018,18.424718032,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Atlanta,"Fulton County, GA",Severe Housing Problems,Physical environment,2022,2014-2018,17.981825682,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Fort Worth,"Tarrant County, TX",Severe Housing Problems,Physical environment,2022,2014-2018,16.704697458,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Dallas,"Dallas County, TX",Severe Housing Problems,Physical environment,2022,2014-2018,20.944645826,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Nashville,"Davidson County, TN",Severe Housing Problems,Physical environment,2022,2014-2018,16.946438531,%,Lower is better,5,17.262817,-0.316378,-1.83,Better,Raleigh,12.57234315,Dallas,20.944645826
Austin,"Travis County, TX",Air Pollution – Particulate Matter,Physical environment,2022,2018,10.2,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Raleigh,"Wake County, NC",Air Pollution – Particulate Matter,Physical environment,2022,2018,10,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Durham,"Durham County, NC",Air Pollution – Particulate Matter,Physical environment,2022,2018,9,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Charlotte,"Mecklenburg County, NC",Air Pollution – Particulate Matter,Physical environment,2022,2018,9,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Denver,"Denver County, CO",Air Pollution – Particulate Matter,Physical environment,2022,2018,9.1,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Atlanta,"Fulton County, GA",Air Pollution – Particulate Matter,Physical environment,2022,2018,9.2,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Fort Worth,"Tarrant County, TX",Air Pollution – Particulate Matter,Physical environment,2022,2018,8.5,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Dallas,"Dallas County, TX",Air Pollution – Particulate Matter,Physical environment,2022,2018,10.3,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Nashville,"Davidson County, TN",Air Pollution – Particulate Matter,Physical environment,2022,2018,9.2,µg/m³ PM2.5,Lower is better,4,9.4125,-0.2125,-2.26,Better,Fort Worth,8.5,Dallas,10.3
Austin,"Travis County, TX",Suicide Rate,Health outcomes / well-being,2022,2016-2020,12.162310077,"deaths per 100,000 population",Lower is better,8,11.588317,1.711568,14.77,Worse,Durham,8.1786612881,Denver,19.289932872
Raleigh,"Wake County, NC",Suicide Rate,Health outcomes / well-being,2022,2016-2020,9.0604956714,"deaths per 100,000 population",Lower is better,8,11.588317,1.711568,14.77,Worse,Durham,8.1786612881,Denver,19.289932872
